gaze_offset_avg,gaze_offset_std,gaze_away_pct,face_absent_pct,multi_face_count,head_pose_variance,answer_delay_sec,eye_movement_speed,label
0.0282,0.0325,2.5056,2.7711,0,0.0282,4.7923,0.0309,0
0.0454,0.0422,12.9319,2.8115,0,0.0748,3.3383,0.0378,0
0.0902,0.0601,13.9804,4.1124,0,0.0785,7.6271,0.0118,0
0.0329,0.0402,0.3319,1.5591,0,0.0643,5.7072,0.0276,0
0.0765,0.0271,3.0278,2.4913,0,0.0564,6.1958,0.0333,0
0.0543,0.043,1.9687,0.096,0,0.0592,1.4792,0.0123,0
0.0559,0.0462,14.0491,3.6104,0,0.0434,3.587,0.0068,0
0.2274,0.0325,45.2672,3.6478,0,0.0347,6.0628,0.1608,1
0.1849,0.0765,39.0222,46.7922,0,0.1912,11.1156,0.1041,1
0.1765,0.0428,48.9221,11.9334,1,0.0744,8.1301,0.0913,1
0.1999,0.0701,44.7681,8.9462,8,0.1111,15.0567,0.0701,1
0.2255,0.0501,30.3697,14.1507,8,0.1309,14.8904,0.0554,1
0.0609,0.0351,3.8963,2.2519,0,0.031,5.7981,0.0144,0
0.37,0.0299,55.5078,13.781,0,0.0253,17.4304,0.1435,1
0.0604,0.0309,0.5501,3.805,0,0.0515,1.466,0.0281,0
0.2359,0.0782,51.2722,21.4552,0,0.0857,20.4433,0.0986,1
0.174,0.0534,41.9586,42.0609,1,0.1867,24.3811,0.0892,1
0.2207,0.0307,70.0061,12.3436,0,0.0304,24.8955,0.1293,1
0.3255,0.0436,51.4978,10.7095,0,0.056,3.4396,0.1722,1
0.0879,0.0639,4.0989,1.1959,0,0.0273,5.9984,0.0181,0
0.399,0.0166,77.5486,11.0339,0,0.025,7.6707,0.1416,1
0.311,0.0313,40.0726,11.5485,0,0.0303,12.9209,0.0929,1
0.1448,0.066,48.9709,27.5554,1,0.2,17.9606,0.0519,1
0.278,0.045,32.7677,33.1722,0,0.1025,14.9392,0.0419,1
0.2198,0.0502,61.5099,7.9267,0,0.0525,12.2614,0.0846,1
0.3829,0.0282,72.2241,4.2069,0,0.0274,9.4065,0.0613,1
0.1975,0.1185,35.9127,12.9436,11,0.1458,7.7096,0.0374,1
0.1751,0.0767,39.574,34.3966,0,0.0802,25.6849,0.1079,1
0.0426,0.0592,11.6021,0.0467,0,0.0246,6.5409,0.0364,0
0.1657,0.045,63.891,4.1537,0,0.0406,13.6433,0.0927,1
0.1324,0.0856,17.3185,1.0044,0,0.0448,5.1747,0.0465,0
0.0762,0.0726,7.1991,2.3801,0,0.0431,4.1074,0.0228,0
0.1295,0.0367,43.4787,40.5023,0,0.1859,22.626,0.0616,1
0.0989,0.0533,1.4085,1.6712,0,0.0378,7.2329,0.0211,0
0.0667,0.075,9.2924,4.7831,0,0.0685,5.6679,0.0191,0
0.0944,0.0577,3.3573,2.6648,0,0.0176,6.8298,0.0268,0
0.2333,0.016,75.9342,12.5698,0,0.0486,6.1419,0.1398,1
0.0662,0.0599,3.1966,2.6352,1,0.0775,5.2471,0.0142,0
0.2089,0.0936,25.8608,8.9154,4,0.1128,15.9926,0.0569,1
0.2279,0.0328,42.5003,10.4992,0,0.0253,22.9949,0.1194,1
0.2485,0.0286,69.9206,4.6781,0,0.0352,9.2533,0.0748,1
0.0746,0.0445,7.3842,4.2035,0,0.0471,4.3198,0.0259,0
0.2046,0.0528,56.9948,11.8642,0,0.0696,13.9733,0.1495,1
0.1985,0.0521,46.2138,11.1312,4,0.1307,9.9649,0.049,1
0.0594,0.0514,0.467,2.1304,0,0.0163,5.7101,0.005,0
0.1699,0.0445,32.9327,32.4131,0,0.1012,19.0861,0.0807,1
0.3056,0.0228,52.2507,12.5114,0,0.0311,22.1666,0.0649,1
0.0339,0.0439,10.9738,3.8461,0,0.0641,2.1226,0.0054,0
0.2168,0.031,60.6271,12.4265,1,0.0556,23.647,0.1453,1
0.0455,0.0554,3.0876,1.528,0,0.0772,3.2481,0.0394,0
0.1786,0.0739,32.2123,8.4098,4,0.1353,15.2085,0.0338,1
0.3501,0.0133,60.2674,7.2669,0,0.0205,18.4332,0.0844,1
0.0952,0.0539,4.1524,4.21,0,0.0572,1.8078,0.0368,0
0.0656,0.0736,0.9631,0.5487,0,0.0358,2.7387,0.0189,0
0.2981,0.0194,71.6774,11.7543,0,0.0319,10.676,0.0783,1
0.2106,0.0386,61.4254,3.4729,0,0.0538,14.7708,0.08,1
0.257,0.0158,57.1506,6.1261,0,0.0298,13.7134,0.1117,1
0.05,0.0351,8.3947,2.3074,0,0.0301,2.2995,0.0148,0
0.0876,0.063,6.6796,2.9517,0,0.0576,5.8204,0.0091,0
0.0788,0.068,9.851,0.8004,0,0.0216,4.3957,0.0248,0
0.0412,0.0545,6.2959,3.4608,0,0.0289,1.0962,0.0346,0
0.1653,0.0506,65.0465,9.6855,0,0.0727,5.6853,0.1734,1
0.2241,0.0316,33.3824,19.4529,0,0.1266,10.0767,0.0649,1
0.0235,0.064,13.1777,1.3654,0,0.0506,5.4546,0.0174,0
0.0236,0.0798,5.5656,0.9874,0,0.0356,3.9104,0.0367,0
0.0986,0.0718,12.3961,3.5443,0,0.0701,11.7787,0.0306,0
0.3951,0.022,69.5267,8.9268,1,0.0432,13.8968,0.0602,1
0.242,0.0495,62.4984,5.1078,1,0.0393,10.2301,0.0892,1
0.2823,0.0329,57.2579,8.6738,0,0.0746,9.8722,0.082,1
0.2207,0.055,50.9635,9.8724,0,0.0328,13.1516,0.1206,1
0.3851,0.0351,55.2193,13.0264,0,0.0482,14.9837,0.1297,1
0.1094,0.1011,47.2719,6.0927,3,0.1362,19.8811,0.0441,1
0.2551,0.0483,63.7083,21.6145,0,0.14,17.3785,0.1168,1
0.2362,0.0178,56.7316,6.4962,0,0.0476,14.0785,0.0833,1
0.1934,0.1023,41.5706,7.2467,7,0.1088,11.0188,0.0349,1
0.071,0.0521,21.257,7.7546,0,0.0913,5.193,0.0525,0
0.1519,0.0501,54.6555,8.1854,0,0.0348,11.8113,0.173,1
0.1376,0.0595,11.0072,5.1901,0,0.0795,6.7929,0.0565,0
0.1818,0.0567,55.7259,47.0977,0,0.0991,12.2782,0.0849,1
0.046,0.0344,7.011,0.6822,0,0.0187,5.9259,0.0221,0
0.0932,0.0649,11.5638,3.8465,0,0.0566,5.3175,0.022,0
0.2038,0.0126,59.4885,14.9677,1,0.0546,24.4559,0.0796,1
0.0783,0.0542,0.4387,2.236,0,0.0666,2.8797,0.0253,0
0.0811,0.0937,14.912,3.985,0,0.0968,8.2086,0.0284,0
0.0847,0.0767,10.4443,0.6094,0,0.032,6.2797,0.0353,0
0.07,0.0996,18.7731,7.2907,0,0.0532,12.93,0.0331,0
0.0742,0.0304,9.2539,1.9031,0,0.0151,5.3655,0.0197,0
0.2673,0.0252,53.033,6.1108,0,0.0243,17.0579,0.0771,1
0.1099,0.0916,44.5337,5.3729,10,0.127,17.5235,0.0767,1
0.1346,0.0556,43.0732,10.9183,11,0.091,10.5544,0.0731,1
0.1646,0.0647,28.6096,5.9837,6,0.0638,17.8262,0.0706,1
0.3305,0.0331,38.7595,8.4614,0,0.0717,12.9869,0.1526,1
0.2101,0.0126,59.0154,2.2166,0,0.0428,15.8273,0.0813,1
0.0595,0.0484,2.6479,2.8919,1,0.0512,6.0292,0.0061,0
0.1334,0.0891,17.1851,7.982,0,0.0382,4.2561,0.0457,0
0.0952,0.0478,13.0293,4.1377,0,0.0217,4.8098,0.0173,0
0.3577,0.019,79.2473,12.3661,0,0.0211,22.8623,0.0792,1
0.0536,0.0987,9.6144,0.4916,0,0.119,8.9343,0.0549,0
0.2477,0.0224,68.4711,8.3455,0,0.0236,11.1386,0.0719,1
0.0294,0.025,5.908,0.5917,0,0.0743,4.5494,0.0378,0
0.1096,0.0598,9.7584,2.007,0,0.1186,13.9435,0.0203,0
0.1246,0.0698,42.2988,10.7373,9,0.13,12.6602,0.046,1
0.0281,0.0393,10.2494,3.2041,0,0.0194,4.0351,0.0282,0
0.0498,0.0698,2.5464,4.0004,0,0.0269,1.5299,0.0087,0
0.2396,0.041,37.2287,48.0857,0,0.1966,15.5281,0.0754,1
0.0543,0.0738,3.7307,0.9401,0,0.0598,1.4688,0.0125,0
0.2555,0.0529,54.5477,36.1601,0,0.138,10.2549,0.0906,1
0.1432,0.0876,27.4966,15.9412,2,0.0926,11.4788,0.0733,1
0.0797,0.0779,10.2075,3.4752,0,0.0688,5.4638,0.025,0
0.0325,0.0611,12.0984,1.901,1,0.0118,2.9773,0.0346,0
0.143,0.0451,31.7329,34.5104,0,0.1747,9.8732,0.0448,1
0.3805,0.0156,59.6945,2.1372,0,0.044,12.7339,0.065,1
0.2284,0.0599,65.6246,5.6363,1,0.0529,9.007,0.169,1
0.3199,0.0243,59.2118,7.2551,0,0.0212,20.2955,0.087,1
0.2293,0.0349,44.5695,9.6089,0,0.027,10.2081,0.091,1
0.0876,0.0747,17.4618,2.6508,0,0.0772,11.9368,0.049,0
0.2517,0.0251,64.9408,5.7602,0,0.0541,13.023,0.1122,1
0.3609,0.0328,44.0552,7.2394,0,0.0471,11.7646,0.0982,1
0.022,0.0315,11.6938,0.4283,0,0.0242,6.6,0.0262,0
0.2544,0.0352,62.1141,24.8629,1,0.1298,17.7314,0.0928,1
0.2068,0.0274,52.9844,10.6287,0,0.0242,12.9318,0.076,1
0.0776,0.0476,12.0851,5.1859,1,0.032,6.3064,0.057,0
0.0511,0.069,12.6626,4.7904,0,0.0233,6.6267,0.0249,0
0.1242,0.0665,15.9107,1.4931,0,0.0496,5.3373,0.0545,0
0.0616,0.0603,0.366,2.7511,0,0.0488,2.8573,0.017,0
0.0252,0.0798,3.4501,3.5808,0,0.073,7.3136,0.0267,0
0.1648,0.0616,41.3205,17.8704,0,0.1737,8.3897,0.0485,1
0.2062,0.1146,35.0913,11.4641,8,0.1307,15.788,0.0329,1
0.0714,0.052,11.3739,4.8291,0,0.0464,6.8786,0.0253,0
0.0954,0.0264,10.2489,4.6359,0,0.077,5.4921,0.0316,0
0.0611,0.0364,12.6682,1.5364,0,0.0212,3.2771,0.0318,0
0.1945,0.0722,35.735,17.0456,10,0.1167,13.0349,0.0347,1
0.0836,0.0299,13.4115,1.5313,0,0.0737,4.2126,0.0356,0
0.0912,0.0691,6.7304,3.6475,1,0.0245,1.218,0.0385,0
0.2343,0.0767,61.6117,42.245,1,0.1092,23.7932,0.0885,1
0.0852,0.0216,5.3885,1.4877,0,0.0292,1.0699,0.0366,0
0.0429,0.0477,0.498,0.3333,0,0.0685,3.0243,0.0094,0
0.0738,0.0658,6.783,1.9576,0,0.0548,5.5971,0.021,0
0.1804,0.0266,77.1439,14.8154,0,0.0397,16.8539,0.0806,1
0.053,0.0713,1.1025,2.0075,0,0.0698,4.2642,0.033,0
0.1337,0.0436,18.7507,4.7618,1,0.1059,12.9785,0.0294,0
0.098,0.077,5.6968,0.2853,0,0.0586,7.2854,0.0236,0
0.0491,0.0362,7.2088,4.9624,0,0.068,3.9283,0.0329,0
0.0863,0.0282,11.5241,3.9026,1,0.0197,5.8622,0.0109,0
0.0976,0.0762,11.0767,4.1585,0,0.0406,7.5735,0.0087,0
0.2178,0.032,77.469,11.7003,0,0.0329,16.4434,0.0777,1
0.0206,0.0222,5.5903,0.4834,1,0.0194,4.0294,0.0214,0
0.1771,0.0231,40.9194,9.996,1,0.0776,11.8182,0.1065,1
0.1381,0.0516,9.5279,1.8699,0,0.0636,14.929,0.0255,0
0.2311,0.0744,47.7675,18.3836,4,0.1011,13.8703,0.0335,1
0.3227,0.0202,47.8748,11.9349,0,0.0425,8.8708,0.1299,1
0.0425,0.041,6.3204,4.1131,0,0.0538,7.0318,0.0292,0
0.1992,0.0625,61.6004,26.2537,0,0.1193,13.8797,0.0552,1
0.0345,0.0227,10.5836,0.9789,1,0.0253,2.5829,0.0399,0
0.0738,0.037,2.3791,2.769,0,0.0146,2.8499,0.0247,0
0.0298,0.0772,8.0924,3.5452,0,0.0302,4.8115,0.0205,0
0.0422,0.0363,3.409,3.0511,0,0.0759,7.1543,0.0377,0
0.0425,0.0333,8.8943,2.8251,0,0.0665,6.0641,0.017,0
0.0644,0.0368,1.0176,2.4353,0,0.0186,6.1557,0.0219,0
0.23,0.0528,48.7765,40.4121,0,0.1115,16.4468,0.0904,1
0.046,0.0698,1.2357,0.2889,0,0.0144,5.293,0.0389,0
0.2926,0.0555,34.1807,32.1248,1,0.0805,18.6447,0.0982,1
0.0952,0.0531,14.086,4.0959,0,0.0312,1.7176,0.0277,0
0.2124,0.1021,26.0263,8.1169,10,0.06,5.1467,0.0421,1
0.0763,0.0417,10.2034,1.6913,0,0.0623,4.6346,0.0103,0
0.3986,0.0396,68.763,8.0694,1,0.0221,17.395,0.0977,1
0.375,0.019,73.4566,8.36,1,0.0378,16.6507,0.1408,1
0.3689,0.0101,41.9865,4.995,1,0.0564,8.7889,0.0642,1
0.0618,0.0723,3.0023,0.424,0,0.0445,6.7999,0.0073,0
0.2404,0.0162,56.3156,6.034,0,0.0378,22.387,0.0689,1
0.0508,0.0764,7.2228,1.076,0,0.0134,2.882,0.0316,0
0.3899,0.0275,42.5243,6.8016,0,0.0221,23.9559,0.1421,1
0.0719,0.0562,9.7685,2.0495,0,0.0171,2.3154,0.0282,0
0.0594,0.043,13.9642,4.6656,0,0.0495,3.1968,0.03,0
0.3349,0.031,50.5974,3.9513,0,0.0692,14.5396,0.144,1
0.2276,0.0361,39.5957,47.0143,0,0.0845,10.7655,0.1109,1
0.2422,0.0728,26.3683,5.6247,5,0.076,8.0095,0.0523,1
0.0435,0.0693,4.3749,1.9724,0,0.0251,3.1073,0.0068,0
0.0267,0.0231,0.3688,2.1625,0,0.02,2.3198,0.0221,0
0.0706,0.0792,1.933,2.5784,0,0.0151,5.5973,0.01,0
0.0647,0.091,20.392,4.6763,0,0.0981,11.3282,0.0569,0
0.3789,0.0194,53.4907,14.4013,0,0.0413,15.5089,0.1325,1
0.0922,0.0216,2.5143,0.0261,0,0.0406,7.7765,0.0061,0
0.3174,0.0263,51.1855,7.1886,1,0.0321,19.7365,0.1004,1
0.0259,0.0557,12.1177,1.2965,0,0.0347,5.8625,0.0075,0
0.13,0.0722,31.5578,22.0728,1,0.1424,22.7844,0.051,1
0.1262,0.0727,63.3661,18.7193,0,0.1631,29.2175,0.0554,1
0.0399,0.0476,2.6084,2.5953,0,0.0787,3.0303,0.0119,0
0.0546,0.0934,24.2797,2.8378,0,0.0905,9.8862,0.0515,0
0.0845,0.0346,6.8068,4.959,0,0.0787,6.9848,0.0054,0
0.0961,0.0522,8.1285,2.3959,0,0.0723,2.0612,0.0365,0
0.1997,0.049,68.0244,4.3631,0,0.0798,12.8584,0.165,1
0.2427,0.0434,48.8231,3.6839,0,0.0413,13.0876,0.1596,1
0.0708,0.0868,12.3262,1.2954,0,0.0342,4.0957,0.0257,0
0.089,0.0475,11.7952,1.1597,1,0.0606,6.1411,0.0295,0
0.0207,0.0794,11.5561,0.5283,0,0.0299,1.0582,0.018,0
0.0973,0.0661,1.1543,2.0677,0,0.0769,7.894,0.0269,0
0.1903,0.0491,53.3566,22.3661,0,0.1122,14.4635,0.0974,1
0.0841,0.0883,15.2488,1.57,0,0.108,3.8157,0.0483,0
0.091,0.0525,14.2772,2.4049,0,0.0748,4.8389,0.0173,0
0.0289,0.0451,0.4558,4.9917,0,0.0276,2.4158,0.0247,0
0.0969,0.0293,10.7374,0.2159,1,0.0144,7.2697,0.0341,0
0.0771,0.0585,9.7447,4.9563,0,0.0424,4.825,0.0254,0
0.0278,0.0579,0.4598,1.1231,0,0.014,2.7175,0.0206,0
0.1218,0.0959,27.6762,8.6681,2,0.079,12.2238,0.0356,1
0.0878,0.0424,22.4696,3.6139,0,0.0557,4.5432,0.021,0
0.0693,0.0449,6.3824,1.2035,0,0.0774,5.3141,0.0314,0
0.2804,0.0314,34.3954,39.1354,0,0.1424,22.7852,0.0865,1
0.0963,0.0381,11.649,3.6681,0,0.0599,2.402,0.0083,0
0.037,0.072,0.5914,0.0912,0,0.0355,7.8115,0.035,0
0.0757,0.0511,9.6537,4.8393,0,0.0112,4.0745,0.0149,0
0.198,0.0302,64.0554,14.2691,0,0.0538,16.0796,0.1062,1
0.0342,0.0343,1.9631,1.2334,1,0.0135,4.1591,0.019,0
0.0931,0.0438,0.5943,4.7767,0,0.0196,7.4898,0.0344,0
0.0457,0.0348,12.482,1.0426,0,0.045,7.66,0.0211,0
0.207,0.0645,39.8634,7.97,6,0.055,16.1786,0.0764,1
0.24,0.0444,61.0703,9.5851,1,0.0544,3.4689,0.0855,1
0.2961,0.0391,52.3765,2.4578,0,0.0535,15.14,0.1391,1
0.2174,0.0612,58.0787,16.3317,1,0.1989,27.8069,0.1038,1
0.0667,0.0637,4.8688,0.6674,0,0.0243,2.3141,0.0358,0
0.2435,0.0312,67.5293,4.4595,0,0.0438,6.7505,0.136,1
0.125,0.0637,9.3872,2.2763,0,0.072,6.2718,0.0317,0
0.1378,0.1188,33.5706,14.0297,10,0.1473,19.0274,0.0681,1
0.0496,0.0502,12.6717,0.0552,0,0.0776,6.2002,0.0372,0
0.0535,0.0995,17.6177,3.2056,0,0.0453,3.7308,0.0561,0
0.2131,0.0987,39.8836,11.0132,2,0.1324,12.2845,0.0655,1
0.1282,0.041,8.2193,5.2648,1,0.1135,6.8243,0.0463,0
0.3728,0.0241,59.291,3.5697,0,0.0393,18.2362,0.0606,1
0.0393,0.0312,10.6226,3.824,0,0.0452,2.4184,0.0176,0
0.2328,0.0453,60.0979,26.5066,0,0.1771,21.8861,0.0916,1
0.2312,0.0161,40.9906,2.4219,0,0.0549,24.6613,0.067,1
0.0994,0.0357,10.0139,4.7034,0,0.0298,2.3365,0.028,0
0.2929,0.0276,61.2889,2.4862,0,0.0324,12.9592,0.1059,1
0.0726,0.0492,10.969,7.7078,1,0.0674,14.4864,0.0523,0
0.0236,0.0653,7.1981,4.1993,0,0.0776,5.8805,0.0286,0
0.0622,0.0219,4.9055,1.4936,0,0.0631,2.8866,0.0287,0
0.0622,0.0734,14.0621,4.0475,0,0.0956,5.9109,0.0506,0
0.2082,0.1015,20.8737,18.9896,10,0.1064,14.4372,0.0661,1
0.336,0.035,55.3153,13.1389,0,0.0461,20.1848,0.0959,1
0.0881,0.0577,1.7596,0.0606,0,0.0352,3.5791,0.0104,0
0.0312,0.0429,4.4602,4.6722,0,0.0454,2.5701,0.0324,0
0.097,0.0753,12.2595,0.1047,0,0.0184,7.0113,0.0309,0
0.0295,0.0643,9.8833,3.9283,0,0.0234,7.3549,0.0264,0
0.0494,0.0414,12.3873,3.003,0,0.0763,3.0122,0.0227,0
0.0839,0.0338,3.6307,3.4407,0,0.0321,3.8677,0.0207,0
0.2734,0.0391,54.9317,5.127,0,0.0572,8.8573,0.1092,1
0.0918,0.0455,8.7326,2.5128,0,0.051,5.908,0.0192,0
0.0843,0.0307,4.8779,2.3078,0,0.0412,3.3354,0.028,0
0.1462,0.0651,56.7599,24.3634,1,0.1003,22.7108,0.0818,1
0.0659,0.0446,0.8563,1.8415,1,0.063,3.6077,0.0201,0
0.0696,0.0617,5.5988,0.7945,0,0.0148,1.2357,0.036,0
0.0547,0.0777,10.9075,3.0647,0,0.0794,2.5369,0.0282,0
0.2248,0.0325,50.9776,49.2416,0,0.1618,14.6648,0.1133,1
0.0836,0.0471,5.0918,0.8705,0,0.0783,4.5219,0.0287,0
0.3599,0.0235,54.2437,4.0131,1,0.0203,5.4329,0.1063,1
0.0534,0.0628,10.8513,3.7808,0,0.0351,3.3272,0.0085,0
0.3677,0.0324,50.9648,4.7175,0,0.0406,18.6191,0.0697,1
0.1674,0.0891,38.1633,16.2852,4,0.1035,9.9291,0.0336,1
0.0286,0.0225,5.2519,4.471,0,0.0633,4.8689,0.0358,0
0.0276,0.0586,12.8158,2.5293,0,0.0771,1.4833,0.0155,0
0.071,0.0277,2.5055,2.0216,0,0.0293,4.0636,0.0104,0
0.0245,0.03,3.2351,3.1809,0,0.0268,3.974,0.0091,0
0.0485,0.0335,8.3305,4.8999,0,0.0421,1.1339,0.0115,0
0.077,0.0409,10.4052,0.2908,0,0.0293,1.0634,0.015,0
0.0429,0.0631,14.6576,0.9224,0,0.0223,5.6166,0.0342,0
0.0917,0.0326,14.3348,0.3007,0,0.0539,5.349,0.0348,0
0.3071,0.0142,48.765,13.2912,1,0.0213,21.1355,0.0989,1
0.0689,0.0556,10.4613,0.3013,0,0.0119,7.7679,0.0176,0
0.3451,0.0264,49.9528,5.0626,0,0.0367,14.8796,0.1116,1
0.0359,0.067,3.5041,0.8401,0,0.0534,6.9958,0.0113,0
0.0528,0.0324,5.9436,0.3381,1,0.0385,7.0999,0.0308,0
0.0847,0.0266,10.4247,2.2972,0,0.0574,4.5184,0.0062,0
0.2037,0.0663,36.5207,14.6955,5,0.0607,17.2185,0.0379,1
0.0761,0.0363,0.4496,4.0249,0,0.04,1.9823,0.0344,0
0.0451,0.0306,13.2568,1.1333,0,0.0445,7.0571,0.0124,0
